,,State,District,Level,Name,TRU,Total,sex
Name,1148,20,363,DISTRICT,Jamtara,Urban,35959,Female
Name,1150,20,364,DISTRICT,Ranchi,Rural,816390,Female
Name,1151,20,364,DISTRICT,Ranchi,Urban,602926,Female
Name,1153,20,365,DISTRICT,Khunti,Rural,243409,Female
Name,1154,20,365,DISTRICT,Khunti,Urban,22141,Female
Name,1156,20,366,DISTRICT,Gumla,Rural,478997,Female
Name,1157,20,366,DISTRICT,Gumla,Urban,31826,Female
Name,1159,20,367,DISTRICT,Simdega,Rural,278209,Female
Name,1160,20,367,DISTRICT,Simdega,Urban,21060,Female
Name,1162,20,368,DISTRICT,Pashchimi Singhbhum,Rural,646647,Female
Name,1163,20,368,DISTRICT,Pashchimi Singhbhum,Urban,106306,Female
Name,1165,20,369,DISTRICT,Saraikela-Kharsawan,Rural,397462,Female
Name,1166,20,369,DISTRICT,Saraikela-Kharsawan,Urban,123183,Female
Name,1168,21,0,STATE,ODISHA,Rural,17384359,Female
Name,1169,21,0,STATE,ODISHA,Urban,3377723,Female
Name,1171,21,370,DISTRICT,Bargarh,Rural,658542,Female
Name,1172,21,370,DISTRICT,Bargarh,Urban,73552,Female
Name,1174,21,371,DISTRICT,Jharsuguda,Rural,172178,Female
Name,1175,21,371,DISTRICT,Jharsuguda,Urban,110637,Female
Name,1177,21,372,DISTRICT,Sambalpur,Rural,364314,Female
Name,1178,21,372,DISTRICT,Sambalpur,Urban,149908,Female
Name,1180,21,373,DISTRICT,Debagarh,Rural,143464,Female
Name,1181,21,373,DISTRICT,Debagarh,Urban,10826,Female
Name,1183,21,374,DISTRICT,Sundargarh,Rural,679272,Female
Name,1184,21,374,DISTRICT,Sundargarh,Urban,353018,Female
Name,1186,21,375,DISTRICT,Kendujhar,Rural,774007,Female
Name,1187,21,375,DISTRICT,Kendujhar,Urban,121239,Female
Name,1189,21,376,DISTRICT,Mayurbhanj,Rural,1169266,Female
Name,1190,21,376,DISTRICT,Mayurbhanj,Urban,94259,Female
Name,1192,21,377,DISTRICT,Baleshwar,Rural,1010770,Female
Name,1193,21,377,DISTRICT,Baleshwar,Urban,123972,Female
Name,1195,21,378,DISTRICT,Bhadrak,Rural,655244,Female
Name,1196,21,378,DISTRICT,Bhadrak,Urban,90833,Female
Name,1198,21,379,DISTRICT,Kendrapara,Rural,681774,Female
Name,1199,21,379,DISTRICT,Kendrapara,Urban,40773,Female
Name,1201,21,380,DISTRICT,Jagatsinghapur,Rural,504178,Female
Name,1202,21,380,DISTRICT,Jagatsinghapur,Urban,54928,Female
Name,1204,21,381,DISTRICT,Cuttack,Rural,917538,Female
Name,1205,21,381,DISTRICT,Cuttack,Urban,354172,Female
Name,1207,21,382,DISTRICT,Jajapur,Rural,835556,Female
Name,1208,21,382,DISTRICT,Jajapur,Urban,65602,Female
Name,1210,21,383,DISTRICT,Dhenkanal,Rural,523979,Female
Name,1211,21,383,DISTRICT,Dhenkanal,Urban,56239,Female
Name,1213,21,384,DISTRICT,Anugul,Rural,520890,Female
Name,1214,21,384,DISTRICT,Anugul,Urban,97213,Female
Name,1216,21,385,DISTRICT,Nayagarh,Rural,422032,Female
Name,1217,21,385,DISTRICT,Nayagarh,Urban,38121,Female
Name,1219,21,386,DISTRICT,Khordha,Rural,571548,Female
Name,1220,21,386,DISTRICT,Khordha,Urban,512988,Female
Name,1222,21,387,DISTRICT,Puri,Rural,705587,Female
Name,1223,21,387,DISTRICT,Puri,Urban,127763,Female
Name,1225,21,388,DISTRICT,Ganjam,Rural,1377394,Female
Name,1226,21,388,DISTRICT,Ganjam,Urban,372419,Female
Name,1228,21,389,DISTRICT,Gajapati,Rural,259496,Female
Name,1229,21,389,DISTRICT,Gajapati,Urban,35439,Female
Name,1231,21,390,DISTRICT,Kandhamal,Rural,337308,Female
Name,1232,21,390,DISTRICT,Kandhamal,Urban,35857,Female
Name,1234,21,391,DISTRICT,Baudh,Rural,209605,Female
Name,1235,21,391,DISTRICT,Baudh,Urban,9932,Female
Name,1237,21,392,DISTRICT,Subarnapur,Rural,274608,Female
Name,1238,21,392,DISTRICT,Subarnapur,Urban,24263,Female
Name,1240,21,393,DISTRICT,Balangir,Rural,722846,Female
Name,1241,21,393,DISTRICT,Balangir,Urban,96054,Female
Name,1243,21,394,DISTRICT,Nuapada,Rural,291536,Female
Name,1244,21,394,DISTRICT,Nuapada,Urban,16884,Female
Name,1246,21,395,DISTRICT,Kalahandi,Rural,730236,Female
Name,1247,21,395,DISTRICT,Kalahandi,Urban,59532,Female
Name,1249,21,396,DISTRICT,Rayagada,Rural,423171,Female
Name,1250,21,396,DISTRICT,Rayagada,Urban,72780,Female
Name,1252,21,397,DISTRICT,Nabarangapur,Rural,572550,Female
Name,1253,21,397,DISTRICT,Nabarangapur,Urban,43584,Female
Name,1255,21,398,DISTRICT,Koraput,Rural,589707,Female
Name,1256,21,398,DISTRICT,Koraput,Urban,111131,Female
Name,1258,21,399,DISTRICT,Malkangiri,Rural,285763,Female
Name,1259,21,399,DISTRICT,Malkangiri,Urban,23805,Female
Name,1261,22,0,STATE,CHHATTISGARH,Rural,9810535,Female
Name,1262,22,0,STATE,CHHATTISGARH,Urban,2901768,Female
Name,1264,22,400,DISTRICT,Koriya,Rural,225280,Female
Name,1265,22,400,DISTRICT,Koriya,Urban,98900,Female
Name,1267,22,401,DISTRICT,Surguja,Rural,1049057,Female
Name,1268,22,401,DISTRICT,Surguja,Urban,117700,Female
Name,1270,22,402,DISTRICT,Jashpur,Rural,389370,Female
Name,1271,22,402,DISTRICT,Jashpur,Urban,37552,Female
Name,1273,22,403,DISTRICT,Raigarh,Rural,623865,Female
Name,1274,22,403,DISTRICT,Raigarh,Urban,119841,Female
Name,1276,22,404,DISTRICT,Korba,Rural,378926,Female
Name,1277,22,404,DISTRICT,Korba,Urban,214799,Female
Name,1279,22,405,DISTRICT,Janjgir - Champa,Rural,693245,Female
Name,1280,22,405,DISTRICT,Janjgir - Champa,Urban,110745,Female
Name,1282,22,406,DISTRICT,Bilaspur,Rural,981239,Female
Name,1283,22,406,DISTRICT,Bilaspur,Urban,330816,Female
Name,1285,22,407,DISTRICT,Kabeerdham,Rural,367190,Female
Name,1286,22,407,DISTRICT,Kabeerdham,Urban,43278,Female
Name,1288,22,408,DISTRICT,Rajnandgaon,Rural,638409,Female
Name,1289,22,408,DISTRICT,Rajnandgaon,Urban,135869,Female
Name,1291,22,409,DISTRICT,Durg,Rural,1032955,Female
Name,1292,22,409,DISTRICT,Durg,Urban,628816,Female
Name,1294,22,410,DISTRICT,Raipur,Rural,1292016,Female
Name,1295,22,410,DISTRICT,Raipur,Urban,723670,Female
Name,1297,22,411,DISTRICT,Mahasamund,Rural,460911,Female
Name,1298,22,411,DISTRICT,Mahasamund,Urban,59876,Female
Name,1300,22,412,DISTRICT,Dhamtari,Rural,327166,Female
Name,1301,22,412,DISTRICT,Dhamtari,Urban,74718,Female
Name,1303,22,413,DISTRICT,Uttar Bastar Kanker,Rural,337031,Female
Name,1304,22,413,DISTRICT,Uttar Bastar Kanker,Urban,38572,Female
Name,1306,22,414,DISTRICT,Bastar,Rural,619053,Female
Name,1307,22,414,DISTRICT,Bastar,Urban,95659,Female
Name,1309,22,415,DISTRICT,Narayanpur,Rural,59061,Female
Name,1310,22,415,DISTRICT,Narayanpur,Urban,10655,Female
Name,1312,22,416,DISTRICT,Dakshin Bastar Dantewada,Rural,223475,Female
Name,1313,22,416,DISTRICT,Dakshin Bastar Dantewada,Urban,46021,Female
Name,1315,22,417,DISTRICT,Bijapur,Rural,112286,Female
Name,1316,22,417,DISTRICT,Bijapur,Urban,14281,Female
Name,1318,23,0,STATE,MADHYA PRADESH,Rural,25408016,Female
Name,1319,23,0,STATE,MADHYA PRADESH,Urban,9606487,Female
Name,1321,23,418,DISTRICT,Sheopur,Rural,275149,Female
Name,1322,23,418,DISTRICT,Sheopur,Urban,50928,Female
Name,1324,23,419,DISTRICT,Morena,Rural,680290,Female
Name,1325,23,419,DISTRICT,Morena,Urban,217263,Female
Name,1327,23,420,DISTRICT,Bhind,Rural,575327,Female
Name,1328,23,420,DISTRICT,Bhind,Urban,200835,Female
Name,1330,23,421,DISTRICT,Gwalior,Rural,348895,Female
Name,1331,23,421,DISTRICT,Gwalior,Urban,592814,Female
Name,1333,23,422,DISTRICT,Datia,Rural,280806,Female
Name,1334,23,422,DISTRICT,Datia,Urban,85791,Female
Name,1336,23,423,DISTRICT,Shivpuri,Rural,667073,Female
Name,1337,23,423,DISTRICT,Shivpuri,Urban,139182,Female
Name,1339,23,424,DISTRICT,Tikamgarh,Rural,565816,Female
Name,1340,23,424,DISTRICT,Tikamgarh,Urban,118995,Female
Name,1342,23,425,DISTRICT,Chhatarpur,Rural,638086,Female
Name,1343,23,425,DISTRICT,Chhatarpur,Urban,188168,Female
Name,1345,23,426,DISTRICT,Panna,Rural,423712,Female
Name,1346,23,426,DISTRICT,Panna,Urban,59328,Female
Name,1348,23,427,DISTRICT,Sagar,Rural,785529,Female
Name,1349,23,427,DISTRICT,Sagar,Urban,336672,Female
Name,1351,23,428,DISTRICT,Damoh,Rural,483197,Female
Name,1352,23,428,DISTRICT,Damoh,Urban,119149,Female
Name,1354,23,429,DISTRICT,Satna,Rural,846613,Female
Name,1355,23,429,DISTRICT,Satna,Urban,224827,Female
Name,1357,23,430,DISTRICT,Rewa,Rural,951482,Female
Name,1358,23,430,DISTRICT,Rewa,Urban,188524,Female
Name,1360,23,431,DISTRICT,Umaria,Rural,261150,Female
Name,1361,23,431,DISTRICT,Umaria,Urban,52934,Female
Name,1363,23,432,DISTRICT,Neemuch,Rural,285824,Female
Name,1364,23,432,DISTRICT,Neemuch,Urban,117590,Female
Name,1366,23,433,DISTRICT,Mandsaur,Rural,521820,Female
Name,1367,23,433,DISTRICT,Mandsaur,Urban,135740,Female
Name,1369,23,434,DISTRICT,Ratlam,Rural,503570,Female
Name,1370,23,434,DISTRICT,Ratlam,Urban,213258,Female
Name,1372,23,435,DISTRICT,Ujjain,Rural,591298,Female
Name,1373,23,435,DISTRICT,Ujjain,Urban,379277,Female
Name,1375,23,436,DISTRICT,Shajapur,Rural,589860,Female
Name,1376,23,436,DISTRICT,Shajapur,Urban,142301,Female
Name,1378,23,437,DISTRICT,Dewas,Rural,540236,Female
Name,1379,23,437,DISTRICT,Dewas,Urban,218120,Female
Name,1381,23,438,DISTRICT,Dhar,Rural,877459,Female
Name,1382,23,438,DISTRICT,Dhar,Urban,195609,Female
Name,1384,23,439,DISTRICT,Indore,Rural,412233,Female
Name,1385,23,439,DISTRICT,Indore,Urban,1164837,Female
Name,1387,23,440,DISTRICT,Khargone (West Nimar),Rural,774794,Female
Name,1388,23,440,DISTRICT,Khargone (West Nimar),Urban,145131,Female
Name,1390,23,441,DISTRICT,Barwani,Rural,586905,Female
Name,1391,23,441,DISTRICT,Barwani,Urban,99636,Female
Name,1393,23,442,DISTRICT,Rajgarh,Rural,620950,Female
Name,1394,23,442,DISTRICT,Rajgarh,Urban,134652,Female
Name,1396,23,443,DISTRICT,Vidisha,Rural,527295,Female
Name,1397,23,443,DISTRICT,Vidisha,Urban,162012,Female
Name,1399,23,444,DISTRICT,Bhopal,Rural,215985,Female
Name,1400,23,444,DISTRICT,Bhopal,Urban,918946,Female
Name,1402,23,445,DISTRICT,Sehore,Rural,508234,Female
Name,1403,23,445,DISTRICT,Sehore,Urban,119355,Female
Name,1405,23,446,DISTRICT,Raisen,Rural,488212,Female
Name,1406,23,446,DISTRICT,Raisen,Urban,143027,Female
Name,1408,23,447,DISTRICT,Betul,Rural,625853,Female
Name,1409,23,447,DISTRICT,Betul,Urban,150273,Female
Name,1411,23,448,DISTRICT,Harda,Rural,217789,Female
Name,1412,23,448,DISTRICT,Harda,Urban,57838,Female
Name,1414,23,449,DISTRICT,Hoshangabad,Rural,406302,Female
Name,1415,23,449,DISTRICT,Hoshangabad,Urban,186323,Female
Name,1417,23,450,DISTRICT,Katni,Rural,503311,Female
Name,1418,23,450,DISTRICT,Katni,Urban,126718,Female
Name,1420,23,451,DISTRICT,Jabalpur,Rural,496224,Female
Name,1421,23,451,DISTRICT,Jabalpur,Urban,689787,Female
Name,1423,23,452,DISTRICT,Narsimhapur,Rural,425615,Female
Name,1424,23,452,DISTRICT,Narsimhapur,Urban,97429,Female
Name,1426,23,453,DISTRICT,Dindori,Rural,336813,Female
Name,1427,23,453,DISTRICT,Dindori,Urban,15798,Female
Name,1429,23,454,DISTRICT,Mandla,Rural,465565,Female
Name,1430,23,454,DISTRICT,Mandla,Urban,64068,Female
Name,1432,23,455,DISTRICT,Chhindwara,Rural,779540,Female
Name,1433,23,455,DISTRICT,Chhindwara,Urban,246914,Female
Name,1435,23,456,DISTRICT,Seoni,Rural,602927,Female
Name,1436,23,456,DISTRICT,Seoni,Urban,80325,Female
Name,1438,23,457,DISTRICT,Balaghat,Rural,737088,Female
Name,1439,23,457,DISTRICT,Balaghat,Urban,122432,Female
Name,1441,23,458,DISTRICT,Guna,Rural,442717,Female
Name,1442,23,458,DISTRICT,Guna,Urban,149440,Female
Name,1444,23,459,DISTRICT,Ashoknagar,Rural,327976,Female
Name,1445,23,459,DISTRICT,Ashoknagar,Urban,73258,Female
Name,1447,23,460,DISTRICT,Shahdol,Rural,419880,Female
Name,1448,23,460,DISTRICT,Shahdol,Urban,106162,Female
Name,1450,23,461,DISTRICT,Anuppur,Rural,271966,Female
Name,1451,23,461,DISTRICT,Anuppur,Urban,98157,Female
Name,1453,23,462,DISTRICT,Sidhi,Rural,506534,Female
Name,1454,23,462,DISTRICT,Sidhi,Urban,44587,Female
Name,1456,23,463,DISTRICT,Singrauli,Rural,458163,Female
Name,1457,23,463,DISTRICT,Singrauli,Urban,106473,Female
Name,1459,23,464,DISTRICT,Jhabua,Rural,465597,Female
Name,1460,23,464,DISTRICT,Jhabua,Urban,44428,Female
Name,1462,23,465,DISTRICT,Alirajpur,Rural,338332,Female
Name,1463,23,465,DISTRICT,Alirajpur,Urban,28125,Female
Name,1465,23,466,DISTRICT,Khandwa (East Nimar),Rural,509442,Female
Name,1466,23,466,DISTRICT,Khandwa (East Nimar),Urban,126290,Female
Name,1468,23,467,DISTRICT,Burhanpur,Rural,242582,Female
Name,1469,23,467,DISTRICT,Burhanpur,Urban,126761,Female
Name,1471,24,0,STATE,GUJARAT,Rural,16895450,Female
Name,1472,24,0,STATE,GUJARAT,Urban,12052982,Female
Name,1474,24,468,DISTRICT,Kachchh,Rural,650312,Female
Name,1475,24,468,DISTRICT,Kachchh,Urban,345322,Female
Name,1477,24,469,DISTRICT,Banas Kantha,Rural,1311850,Female
Name,1478,24,469,DISTRICT,Banas Kantha,Urban,198277,Female
Name,1480,24,470,DISTRICT,Patan,Rural,514329,Female
Name,1481,24,470,DISTRICT,Patan,Urban,135008,Female
Name,1483,24,471,DISTRICT,Mahesana,Rural,733559,Female
Name,1484,24,471,DISTRICT,Mahesana,Urban,244985,Female
Name,1486,24,472,DISTRICT,Sabar Kantha,Rural,1008728,Female
Name,1487,24,472,DISTRICT,Sabar Kantha,Urban,175630,Female
Name,1489,24,473,DISTRICT,Gandhinagar,Rural,382690,Female
Name,1490,24,473,DISTRICT,Gandhinagar,Urban,285199,Female
Name,1492,24,474,DISTRICT,Ahmadabad,Rural,555595,Female
Name,1493,24,474,DISTRICT,Ahmadabad,Urban,2870579,Female
Name,1495,24,475,DISTRICT,Surendranagar,Rural,609877,Female
Name,1496,24,475,DISTRICT,Surendranagar,Urban,236474,Female
Name,1498,24,476,DISTRICT,Rajkot,Rural,774244,Female
Name,1499,24,476,DISTRICT,Rajkot,Urban,1055869,Female
Name,1501,24,477,DISTRICT,Jamnagar,Rural,578966,Female
Name,1502,24,477,DISTRICT,Jamnagar,Urban,466961,Female
Name,1504,24,478,DISTRICT,Porbandar,Rural,146515,Female
Name,1505,24,478,DISTRICT,Porbandar,Urban,138725,Female
Name,1507,24,479,DISTRICT,Junagadh,Rural,896399,Female
Name,1508,24,479,DISTRICT,Junagadh,Urban,442327,Female
Name,1510,24,480,DISTRICT,Amreli,Rural,555001,Female
Name,1511,24,480,DISTRICT,Amreli,Urban,188140,Female
Name,1513,24,481,DISTRICT,Bhavnagar,Rural,829131,Female
Name,1514,24,481,DISTRICT,Bhavnagar,Urban,561033,Female
Name,1516,24,482,DISTRICT,Anand,Rural,699259,Female
Name,1517,24,482,DISTRICT,Anand,Urban,306262,Female
Name,1519,24,483,DISTRICT,Kheda,Rural,861079,Female
Name,1520,24,483,DISTRICT,Kheda,Urban,253079,Female
Name,1522,24,484,DISTRICT,Panch Mahals,Rural,1002573,Female
Name,1523,24,484,DISTRICT,Panch Mahals,Urban,161242,Female
Name,1525,24,485,DISTRICT,Dohad,Rural,964498,Female
Name,1526,24,485,DISTRICT,Dohad,Urban,93937,Female
Name,1528,24,486,DISTRICT,Vadodara,Rural,1021912,Female
Name,1529,24,486,DISTRICT,Vadodara,Urban,989978,Female
Name,1531,24,487,DISTRICT,Narmada,Rural,259017,Female
Name,1532,24,487,DISTRICT,Narmada,Urban,30194,Female
Name,1534,24,488,DISTRICT,Bharuch,Rural,496667,Female
Name,1535,24,488,DISTRICT,Bharuch,Urban,248645,Female
Name,1537,24,489,DISTRICT,The Dangs,Rural,101894,Female
Name,1538,24,489,DISTRICT,The Dangs,Urban,12576,Female
Name,1540,24,490,DISTRICT,Navsari,Rural,455786,Female
Name,1541,24,490,DISTRICT,Navsari,Urban,195721,Female
Name,1543,24,491,DISTRICT,Valsad,Rural,527533,Female
Name,1544,24,491,DISTRICT,Valsad,Urban,290923,Female
Name,1546,24,492,DISTRICT,Surat,Rural,592049,Female
Name,1547,24,492,DISTRICT,Surat,Urban,2087049,Female
Name,1549,24,493,DISTRICT,Tapi,Rural,365987,Female
Name,1550,24,493,DISTRICT,Tapi,Urban,38847,Female
Name,1552,25,0,STATE,DAMAN & DIU,Rural,28001,Female
Name,1553,25,0,STATE,DAMAN & DIU,Urban,64945,Female
Name,1555,25,494,DISTRICT,Diu,Rural,14055,Female
Name,1556,25,494,DISTRICT,Diu,Urban,12377,Female
Name,1558,25,495,DISTRICT,Daman,Rural,13946,Female
Name,1559,25,495,DISTRICT,Daman,Urban,52568,Female
Name,1561,26,0,STATE,DADRA & NAGAR HAVELI,Rural,84809,Female
Name,1562,26,0,STATE,DADRA & NAGAR HAVELI,Urban,65140,Female
Name,1564,26,496,DISTRICT,Dadra & Nagar Haveli,Rural,84809,Female
Name,1565,26,496,DISTRICT,Dadra & Nagar Haveli,Urban,65140,Female
Name,1567,27,0,STATE,MAHARASHTRA,Rural,30017040,Female
Name,1568,27,0,STATE,MAHARASHTRA,Urban,24114237,Female
Name,1570,27,497,DISTRICT,Nandurbar,Rural,685150,Female
Name,1571,27,497,DISTRICT,Nandurbar,Urban,129975,Female
Name,1573,27,498,DISTRICT,Dhule,Rural,720910,Female
Name,1574,27,498,DISTRICT,Dhule,Urban,275921,Female
Name,1576,27,499,DISTRICT,Jalgaon,Rural,1386692,Female
Name,1577,27,499,DISTRICT,Jalgaon,Urban,645860,Female
Name,1579,27,500,DISTRICT,Buldana,Rural,982156,Female
Name,1580,27,500,DISTRICT,Buldana,Urban,266542,Female
Name,1582,27,501,DISTRICT,Akola,Rural,530232,Female
Name,1583,27,501,DISTRICT,Akola,Urban,351340,Female
Name,1585,27,502,DISTRICT,Washim,Rural,474020,Female
Name,1586,27,502,DISTRICT,Washim,Urban,102838,Female
Name,1588,27,503,DISTRICT,Amravati,Rural,900525,Female
Name,1589,27,503,DISTRICT,Amravati,Urban,507152,Female
Name,1591,27,504,DISTRICT,Wardha,Rural,425600,Female
Name,1592,27,504,DISTRICT,Wardha,Urban,206789,Female
Name,1594,27,505,DISTRICT,Nagpur,Rural,716454,Female
Name,1595,27,505,DISTRICT,Nagpur,Urban,1552141,Female
Name,1597,27,506,DISTRICT,Bhandara,Rural,479019,Female
Name,1598,27,506,DISTRICT,Bhandara,Urban,115795,Female
Name,1600,27,507,DISTRICT,Gondiya,Rural,548643,Female
Name,1601,27,507,DISTRICT,Gondiya,Urban,112310,Female
Name,1603,27,508,DISTRICT,Gadchiroli,Rural,473619,Female
Name,1604,27,508,DISTRICT,Gadchiroli,Urban,57995,Female
Name,1606,27,509,DISTRICT,Chandrapur,Rural,702823,Female
Name,1607,27,509,DISTRICT,Chandrapur,Urban,377650,Female
Name,1609,27,510,DISTRICT,Yavatmal,Rural,1059047,Female
Name,1610,27,510,DISTRICT,Yavatmal,Urban,293336,Female
Name,1612,27,511,DISTRICT,Nanded,Rural,1189234,Female
Name,1613,27,511,DISTRICT,Nanded,Urban,441983,Female
Name,1615,27,512,DISTRICT,Hingoli,Rural,484182,Female
Name,1616,27,512,DISTRICT,Hingoli,Urban,86869,Female
Name,1618,27,513,DISTRICT,Parbhani,Rural,614394,Female
Name,1619,27,513,DISTRICT,Parbhani,Urban,278822,Female
Name,1621,27,514,DISTRICT,Jalna,Rural,764338,Female
Name,1622,27,514,DISTRICT,Jalna,Urban,183235,Female
Name,1624,27,515,DISTRICT,Aurangabad,Rural,999287,Female
Name,1625,27,515,DISTRICT,Aurangabad,Urban,777526,Female
Name,1627,27,516,DISTRICT,Nashik,Rural,1705102,Female
Name,1628,27,516,DISTRICT,Nashik,Urban,1244899,Female
Name,1630,27,517,DISTRICT,Thane,Rural,1245334,Female
Name,1631,27,517,DISTRICT,Thane,Urban,3949736,Female
Name,1633,27,518,DISTRICT,Mumbai Suburban,Rural,0,Female
Name,1634,27,518,DISTRICT,Mumbai Suburban,Urban,4325639,Female
Name,1636,27,519,DISTRICT,Mumbai,Rural,0,Female
Name,1637,27,519,DISTRICT,Mumbai,Urban,1400803,Female
Name,1639,27,520,DISTRICT,Raigarh,Rural,827009,Female
Name,1640,27,520,DISTRICT,Raigarh,Urban,462846,Female
Name,1642,27,521,DISTRICT,Pune,Rural,1774786,Female
Name,1643,27,521,DISTRICT,Pune,Urban,2730517,Female
Name,1645,27,522,DISTRICT,Ahmadnagar,Rural,1757635,Female
Name,1646,27,522,DISTRICT,Ahmadnagar,Urban,442699,Female
Name,1648,27,523,DISTRICT,Bid,Rural,987773,Female
Name,1649,27,523,DISTRICT,Bid,Urban,248170,Female
Name,1651,27,524,DISTRICT,Latur,Rural,879509,Female
Name,1652,27,524,DISTRICT,Latur,Urban,301547,Female
Name,1654,27,525,DISTRICT,Osmanabad,Rural,660282,Female
Name,1655,27,525,DISTRICT,Osmanabad,Urban,135759,Female
Name,1657,27,526,DISTRICT,Solapur,Rural,1400322,Female
Name,1658,27,526,DISTRICT,Solapur,Urban,689582,Female
Name,1660,27,527,DISTRICT,Satara,Rural,1213614,Female
Name,1661,27,527,DISTRICT,Satara,Urban,279285,Female
Name,1663,27,528,DISTRICT,Ratnagiri,Rural,721133,Female
Name,1664,27,528,DISTRICT,Ratnagiri,Urban,132815,Female
Name,1666,27,529,DISTRICT,Sindhudurg,Rural,379377,Female
Name,1667,27,529,DISTRICT,Sindhudurg,Urban,52942,Female
Name,1669,27,530,DISTRICT,Kolhapur,Rural,1297177,Female
Name,1670,27,530,DISTRICT,Kolhapur,Urban,598166,Female
Name,1672,27,531,DISTRICT,Sangli,Rural,1031662,Female
Name,1673,27,531,DISTRICT,Sangli,Urban,354753,Female
Name,1675,28,0,STATE,ANDHRA PRADESH,Rural,28118461,Female
Name,1676,28,0,STATE,ANDHRA PRADESH,Urban,14020170,Female
Name,1678,28,532,DISTRICT,Adilabad,Rural,995677,Female
Name,1679,28,532,DISTRICT,Adilabad,Urban,375965,Female
Name,1681,28,533,DISTRICT,Nizamabad,Rural,1004126,Female
Name,1682,28,533,DISTRICT,Nizamabad,Urban,296568,Female
Name,1684,28,534,DISTRICT,Karimnagar,Rural,1423094,Female
Name,1685,28,534,DISTRICT,Karimnagar,Urban,472375,Female
Name,1687,28,535,DISTRICT,Medak,Rural,1152611,Female
Name,1688,28,535,DISTRICT,Medak,Urban,357647,Female
Name,1690,28,536,DISTRICT,Hyderabad,Rural,0,Female
Name,1691,28,536,DISTRICT,Hyderabad,Urban,1924748,Female
Name,1693,28,537,DISTRICT,Rangareddy,Rural,776556,Female
Name,1694,28,537,DISTRICT,Rangareddy,Urban,1819177,Female
Name,1696,28,538,DISTRICT,Mahbubnagar,Rural,1702898,Female
Name,1697,28,538,DISTRICT,Mahbubnagar,Urban,299744,Female
Name,1699,28,539,DISTRICT,Nalgonda,Rural,1398586,Female
Name,1700,28,539,DISTRICT,Nalgonda,Urban,330451,Female
Name,1702,28,540,DISTRICT,Warangal,Rural,1259649,Female
Name,1703,28,540,DISTRICT,Warangal,Urban,493646,Female
Name,1705,28,541,DISTRICT,Khammam,Rural,1074678,Female
Name,1706,28,541,DISTRICT,Khammam,Urban,331704,Female
Name,1708,28,542,DISTRICT,Srikakulam,Rural,1139523,Female
Name,1709,28,542,DISTRICT,Srikakulam,Urban,221853,Female
Name,1711,28,543,DISTRICT,Vizianagaram,Rural,933135,Female
Name,1712,28,543,DISTRICT,Vizianagaram,Urban,249862,Female
Name,1714,28,544,DISTRICT,Visakhapatnam,Rural,1141433,Female
Name,1715,28,544,DISTRICT,Visakhapatnam,Urban,1010246,Female
Name,1717,28,545,DISTRICT,East Godavari,Rural,1918031,Female
Name,1718,28,545,DISTRICT,East Godavari,Urban,666577,Female
Name,1720,28,546,DISTRICT,West Godavari,Rural,1561176,Female
Name,1721,28,546,DISTRICT,West Godavari,Urban,410872,Female
Name,1723,28,547,DISTRICT,Krishna,Rural,1330204,Female
Name,1724,28,547,DISTRICT,Krishna,Urban,919819,Female
Name,1726,28,548,DISTRICT,Guntur,Rural,1613584,Female
Name,1727,28,548,DISTRICT,Guntur,Urban,833708,Female
Name,1729,28,549,DISTRICT,Prakasam,Rural,1350225,Female
Name,1730,28,549,DISTRICT,Prakasam,Urban,332459,Female
Name,1732,28,550,DISTRICT,Sri Potti Sriramulu Nellore,Rural,1045117,Female
Name,1733,28,550,DISTRICT,Sri Potti Sriramulu Nellore,Urban,425466,Female
Name,1735,28,551,DISTRICT,Y.S.R.,Rural,943644,Female
Name,1736,28,551,DISTRICT,Y.S.R.,Urban,487048,Female
Name,1738,28,552,DISTRICT,Kurnool,Rural,1439608,Female
Name,1739,28,552,DISTRICT,Kurnool,Urban,574628,Female
Name,1741,28,553,DISTRICT,Anantapur,Rural,1446280,Female
Name,1742,28,553,DISTRICT,Anantapur,Urban,570373,Female
Name,1744,28,554,DISTRICT,Chittoor,Rural,1468626,Female
Name,1745,28,554,DISTRICT,Chittoor,Urban,615234,Female
Name,1747,29,0,STATE,KARNATAKA,Rural,18539981,Female
Name,1748,29,0,STATE,KARNATAKA,Urban,11588659,Female
Name,1750,29,555,DISTRICT,Belgaum,Rural,1757372,Female
Name,1751,29,555,DISTRICT,Belgaum,Urban,599226,Female
Name,1753,29,556,DISTRICT,Bagalkot,Rural,641639,Female
Name,1754,29,556,DISTRICT,Bagalkot,Urban,298002,Female
Name,1756,29,557,DISTRICT,Bijapur,Rural,817791,Female
Name,1757,29,557,DISTRICT,Bijapur,Urban,248518,Female
Name,1759,29,558,DISTRICT,Bidar,Rural,626098,Female
Name,1760,29,558,DISTRICT,Bidar,Urban,206537,Female
Name,1762,29,559,DISTRICT,Raichur,Rural,720492,Female
Name,1763,29,559,DISTRICT,Raichur,Urban,243809,Female
Name,1765,29,560,DISTRICT,Koppal,Rural,573258,Female
Name,1766,29,560,DISTRICT,Koppal,Urban,116736,Female
Name,1768,29,561,DISTRICT,Gadag,Rural,337676,Female
Name,1769,29,561,DISTRICT,Gadag,Urban,189747,Female
Name,1771,29,562,DISTRICT,Dharwad,Rural,388068,Female
Name,1772,29,562,DISTRICT,Dharwad,Urban,521749,Female
